"","Post","Entity","Position","Type","message"
"2173","2719","Fatimah Jaffer","103","Person","RT @uwaterlooalumni : What is it like to work in healthcare during a pandemic?

Dani Thomas (Rx ‘18), Fatimah Jaffer (PharmD ‘15), and Brad Murphy’s (PharmD ‘19) are three #UWaterlooAlumni from @UWPharmacy who shared their firsthand experiences.

Read their stories: https://t.co/1Z3REl4v18 https://t.co/Km7YeY7j37"
"2174","2719","Brad Murphy’s","136","Person","RT @uwaterlooalumni : What is it like to work in healthcare during a pandemic?

Dani Thomas (Rx ‘18), Fatimah Jaffer (PharmD ‘15), and Brad Murphy’s (PharmD ‘19) are three #UWaterlooAlumni from @UWPharmacy who shared their firsthand experiences.

Read their stories: https://t.co/1Z3REl4v18 https://t.co/Km7YeY7j37"
"2175","2719","://t.co/Km7YeY7j37","297","Date","RT @uwaterlooalumni : What is it like to work in healthcare during a pandemic?

Dani Thomas (Rx ‘18), Fatimah Jaffer (PharmD ‘15), and Brad Murphy’s (PharmD ‘19) are three #UWaterlooAlumni from @UWPharmacy who shared their firsthand experiences.

Read their stories: https://t.co/1Z3REl4v18 https://t.co/Km7YeY7j37"
"2176","2720","CBC Sudbury/Thunder","231","Organization","RT @WaterlooSci : Did you hear #UWaterlooSci student Rhidi Patel on @CBCKW891 early this morning talking about Quarantrivia?
If not, you can catch her interview at 3:40pm on CBC Ottawa, 4:20pm on CBC London/Windsor, and 4:40pm on CBC Sudbury/Thunder Bay!
?? https://t.co/bx6IRBeoyi"
"2177","2720","early this","79","Date","RT @WaterlooSci : Did you hear #UWaterlooSci student Rhidi Patel on @CBCKW891 early this morning talking about Quarantrivia?
If not, you can catch her interview at 3:40pm on CBC Ottawa, 4:20pm on CBC London/Windsor, and 4:40pm on CBC Sudbury/Thunder Bay!
?? https://t.co/bx6IRBeoyi"
"2178","2721","Canada","21","Location","RT @UWaterlooPres : Canada is reopening. So much has changed and now we need to figure out how to prepare for the changing face of the workplace, particularly what has changed for the short-term and what has changed forever due to COVID-19. 

Read more in my new blog post: https://t.co/4K434aAtg7 https://t.co/exNXpaOPpD"
"2179","2724","International","19","Organization","RT @WaterlooINT : International Youth Day celebrates young peoples’ voices, actions, initiatives &amp; their meaningful, universal &amp; equitable engagement. Let's celebrate our youth who have displayed resilience despite the odds stacked against them. #IYD2020 https://t.co/XeSDo9apja"
"2180","2724","IYD2020","256","Date","RT @WaterlooINT : International Youth Day celebrates young peoples’ voices, actions, initiatives &amp; their meaningful, universal &amp; equitable engagement. Let's celebrate our youth who have displayed resilience despite the odds stacked against them. #IYD2020 https://t.co/XeSDo9apja"
"2181","2726","2020","45","Date","RT @UWaterloo : How will the disruptions of 2020 affect our children and their development? @UWaterloo, in partnership with @KitchLibrary, will explore the short and long-term social and developmental consequences and how we navigate the pandemic effects: https://t.co/b3rzRFMbHI #UWaterloo https://t.co/fJi6Ee44Fl"
"2182","273","William Ngo","82","Person","RT @COREuWaterloo : ??+?? +?? = bad news for your eyes!
Learn in @COREeyenews Dr William Ngo's @ConversationCA article how the #triad of #WinterWeather, #DigitalScreens and #FaceMasks affects #DryEye in many people worldwide. 
https://t.co/nhJfF9TJbP https://t.co/qEPdViwUXt"
"2183","2730","Canadian","43","Organization","“SCISAT is an outstanding achievement for Canadian science and industry. The scientific return on investment is greater than any other space mission."" said Professor Peter Bernath, the Mission Scientist in charge of the research. 

Read more below ?? #UWaterloo #UWaterlooNews https://t.co/HVHbe68bB1"
"2184","2730","Peter Bernath","167","Person","“SCISAT is an outstanding achievement for Canadian science and industry. The scientific return on investment is greater than any other space mission."" said Professor Peter Bernath, the Mission Scientist in charge of the research. 

Read more below ?? #UWaterloo #UWaterlooNews https://t.co/HVHbe68bB1"
"2185","2732","2020","29","Date","How will the disruptions of 2020 affect our children and their development? @UWaterloo, in partnership with @KitchLibrary, will explore the short and long-term social and developmental consequences and how we navigate the pandemic effects: https://t.co/b3rzRFMbHI #UWaterloo https://t.co/fJi6Ee44Fl"
"2186","2733","Sukh Singh","1","Person","Sukh Singh (BASc ‘12) and Harleen Kaur were frustrated with how they saw news fueling the spread of misinformation. ??

In 2017, they launched @Ground_app as a way to provide the public with a full picture of the news stories they’re consuming: https://t.co/MMgR3BONpU #UWaterloo https://t.co/lyzmrhCEmB"
"2187","2736","Thursday","24","Date","RT @WaterlooENG : This Thursday, join the discussion with Engineering professors and alumni developing solutions to the worldwide COVID-19 pandemic. Register in advance and submit your questions to the panel: https://t.co/8FZTGF57g9 https://t.co/t1bcb86856"
"2188","2739","today","124","Date","Do you know any #UWaterloo student, staff or faculty going above and beyond for their community? 

Submit your nominations today for the President’s Community Impact Awards to recognize their efforts: https://t.co/yyP61n3k6e @UWaterlooPres #UWaterlooCommunity https://t.co/K2oAUohC3s"
"2189","2739","://t.co/yyP61n3k6e","207","Date","Do you know any #UWaterloo student, staff or faculty going above and beyond for their community? 

Submit your nominations today for the President’s Community Impact Awards to recognize their efforts: https://t.co/yyP61n3k6e @UWaterlooPres #UWaterlooCommunity https://t.co/K2oAUohC3s"
"2190","2741","University of Waterloo","104","Organization","RT @uwdailybulletin : Volunteers needed for fall move in: help welcome our fall 2020 incoming class to University of Waterloo.

Move in takes place between August 24 and September 4, and each volunteer shift is 2 hours.

Learn more: https://t.co/rJ8xqTrnJx https://t.co/1hyokwAq2Y"
"2191","2741","between August 24","149","Date","RT @uwdailybulletin : Volunteers needed for fall move in: help welcome our fall 2020 incoming class to University of Waterloo.

Move in takes place between August 24 and September 4, and each volunteer shift is 2 hours.

Learn more: https://t.co/rJ8xqTrnJx https://t.co/1hyokwAq2Y"
"2192","2741","September 4","171","Date","RT @uwdailybulletin : Volunteers needed for fall move in: help welcome our fall 2020 incoming class to University of Waterloo.

Move in takes place between August 24 and September 4, and each volunteer shift is 2 hours.

Learn more: https://t.co/rJ8xqTrnJx https://t.co/1hyokwAq2Y"
"2193","2742","2019","91","Date","RT @ICCA_Canada : Did you know that the average Canadian score on #flood preparedness for 2019 was a C? Find out your score and how your community can become more resilient in new @ICCA_Canada report: https://t.co/1ypl4xMhqc  @UWResearch @climatechangeUW @envwaterloo https://t.co/Go0MJaNXuW"
"2194","2744","Heather Henderson","95","Person","RT @uwaterlooARTS : Will physical distancing confuse or harm kids? @UWaterloo psychology prof Heather Henderson (@henderson_ha) answers a few of the many questions we have about back to school. https://t.co/EApdyqZ4yj https://t.co/zzOByN9pRu"
"2195","2745","Mark Crowley","116","Person","How does the federal government’s #COVID19 tracing app work? Why should people use the app? @WaterlooENG Professor Mark Crowley answers these questions, and more, in our @UWaterlooNews Q and A below. ??

#UWaterloo #UWaterlooNews #MondayMorning https://t.co/l2qJAVhmTq"
"2196","2747","Janet Jones","1","Person","Janet Jones, a @WaterlooPhilos PhD candidate and Vanier scholar, uses her research to deconstruct the drug addict stereotype and lend support to those struggling with addiction, looking at the damaging effects of these stereotypes on addicts: https://t.co/Ek2ssBRmUU #UWaterloo https://t.co/HWd0nLilQd"
"2197","2748","Monday","26","Date","RT @WlooWarriors : Happy Monday Warriors! Hope it’s a high flying week! Here’s the photo of the year from Cheerleading!

#TopWarriorPhotos ?????? https://t.co/RQ53vANwFU"
"2198","275","Odette Cancer Centre","136","Organization","#UWaterloo co-op students are consistently empowered to lead clinical trials, write research reports and interact with patients at the Odette Cancer Centre, which is a part of the Sunnybrook Health Sciences Centre in Toronto.

?? https://t.co/5MqIOgNDwg | #UWaterlooMagazine https://t.co/jp1630UGX6"
"2199","275","Sunnybrook Health Sciences Centre","181","Organization","#UWaterloo co-op students are consistently empowered to lead clinical trials, write research reports and interact with patients at the Odette Cancer Centre, which is a part of the Sunnybrook Health Sciences Centre in Toronto.

?? https://t.co/5MqIOgNDwg | #UWaterlooMagazine https://t.co/jp1630UGX6"
"2200","275","Toronto","218","Location","#UWaterloo co-op students are consistently empowered to lead clinical trials, write research reports and interact with patients at the Odette Cancer Centre, which is a part of the Sunnybrook Health Sciences Centre in Toronto.

?? https://t.co/5MqIOgNDwg | #UWaterlooMagazine https://t.co/jp1630UGX6"
"2201","2750","Brian Dixon","84","Person","When the @UWaterloo research labs shut down for quarantine, @WaterlooSci professor Brian Dixon pivoted some of his research away from blood testing in fish, into looking at blood testing in humans to determine #COVID19 immunity. 

Read more: https://t.co/lfzEbBdMCp #UWaterloo https://t.co/oWgXjinFIQ"
"2202","2751","Canada","178","Location","RT @SDSNCanada : 2 days remaining! It's not too late to apply your skills, creativity and knowledge to amplify transformative SDG initiatives and breakthroughs happening across Canada.

*Open to @UWaterloo students only: https://t.co/aIA0DftNIF https://t.co/Zg5t5HrpO9"
"2203","2752","5K","143","Person","How can aspiring startup companies remain creative during #COVID19? Learn more about the innovative ideas from the winners of the @ConceptUW $5K Grant Competition and the Pandemic Challenge Fund: https://t.co/70nt7qlQ8C #UWaterloo https://t.co/3JPRjswp3S"
"2204","2752","Grant Competition","146","Person","How can aspiring startup companies remain creative during #COVID19? Learn more about the innovative ideas from the winners of the @ConceptUW $5K Grant Competition and the Pandemic Challenge Fund: https://t.co/70nt7qlQ8C #UWaterloo https://t.co/3JPRjswp3S"
"2205","2752","://t.co/70nt7qlQ8C","202","Date","How can aspiring startup companies remain creative during #COVID19? Learn more about the innovative ideas from the winners of the @ConceptUW $5K Grant Competition and the Pandemic Challenge Fund: https://t.co/70nt7qlQ8C #UWaterloo https://t.co/3JPRjswp3S"
"2206","2753","BA","123","Organization","""Shut off the TV, put your phone away, forget about going for drinks tonight and go do something real"" says Mylon Ollila (BA ’10, MA ’12), who shares how embracing struggle helps him grow – and why you should try it: https://t.co/9GjwE8Cf8A #UWaterlooAlumni @uwaterlooalumni https://t.co/gEDKQ6o5Ee"
"2207","2753","Mylon Ollila","109","Person","""Shut off the TV, put your phone away, forget about going for drinks tonight and go do something real"" says Mylon Ollila (BA ’10, MA ’12), who shares how embracing struggle helps him grow – and why you should try it: https://t.co/9GjwE8Cf8A #UWaterlooAlumni @uwaterlooalumni https://t.co/gEDKQ6o5Ee"
"2208","2755","August 19","96","Date","RT @WaterlooMath : The innovation imperative, part two of the #UWaterlooSummit is coming up on August 19. 
Register today ??
https://t.co/zMNeMgCq9N"
"2209","2755","today","117","Date","RT @WaterlooMath : The innovation imperative, part two of the #UWaterlooSummit is coming up on August 19. 
Register today ??
https://t.co/zMNeMgCq9N"
